goterms	description	ontology	search_term
GO:0036471	cellular response to glyoxal	biological_process	response
GO:0061431	cellular response to methionine	biological_process	response
GO:0061481	response to TNF agonist	biological_process	response
GO:1902438	response to vanadate(3-)	biological_process	response
GO:0110096	cellular response to aldehyde	biological_process	response
GO:0002021	response to dietary excess	biological_process	response
GO:1905430	cellular response to glycine	biological_process	response
GO:0014072	response to isoquinoline alkaloid	biological_process	response
GO:0042093	T-helper cell differentiation	biological_process	t-helper
GO:0035704	helper T cell chemotaxis	biological_process	t-helper
GO:0002295	T-helper cell lineage commitment	biological_process	t-helper
GO:0072539	T-helper 17 cell differentiation	biological_process	t-helper
GO:0035712	T-helper 2 cell activation	biological_process	t-helper
GO:0035711	T-helper 1 cell activation	biological_process	t-helper
GO:0035705	T-helper 17 cell chemotaxis	biological_process	t-helper
GO:0035706	T-helper 1 cell chemotaxis	biological_process	t-helper
GO:0035707	T-helper 2 cell chemotaxis	biological_process	t-helper
GO:0045063	T-helper 1 cell differentiation	biological_process	t-helper
GO:0045064	T-helper 2 cell differentiation	biological_process	t-helper
GO:0035699	T-helper 17 cell extravasation	biological_process	t-helper
GO:0035687	T-helper 1 cell extravasation	biological_process	t-helper
GO:0035688	T-helper 1 cell diapedesis	biological_process	t-helper
GO:0061470	T follicular helper cell differentiation	biological_process	t-helper
GO:0035684	helper T cell extravasation	biological_process	t-helper
GO:0035685	helper T cell diapedesis	biological_process	t-helper
GO:0002296	T-helper 1 cell lineage commitment	biological_process	t-helper
GO:0002297	T-helper 2 cell lineage commitment	biological_process	t-helper
GO:0072540	T-helper 17 cell lineage commitment	biological_process	t-helper
GO:0045622	regulation of T-helper cell differentiation	biological_process	t-helper
GO:2000517	regulation of T-helper 1 cell activation	biological_process	t-helper
GO:2000569	regulation of T-helper 2 cell activation	biological_process	t-helper
GO:2000319	regulation of T-helper 17 cell differentiation	biological_process	t-helper
GO:2000455	regulation of T-helper 17 cell extravasation	biological_process	t-helper
GO:0045628	regulation of T-helper 2 cell differentiation	biological_process	t-helper
GO:0045625	regulation of T-helper 1 cell differentiation	biological_process	t-helper
GO:0045623	negative regulation of T-helper cell differentiation	biological_process	t-helper
GO:0045624	positive regulation of T-helper cell differentiation	biological_process	t-helper
GO:2000518	negative regulation of T-helper 1 cell activation	biological_process	t-helper
GO:2000519	positive regulation of T-helper 1 cell activation	biological_process	t-helper
GO:2000570	positive regulation of T-helper 2 cell activation	biological_process	t-helper
GO:2000328	regulation of T-helper 17 cell lineage commitment	biological_process	t-helper
GO:2000321	positive regulation of T-helper 17 cell differentiation	biological_process	t-helper
GO:2000320	negative regulation of T-helper 17 cell differentiation	biological_process	t-helper
GO:2000457	positive regulation of T-helper 17 cell extravasation	biological_process	t-helper
GO:2000456	negative regulation of T-helper 17 cell extravasation	biological_process	t-helper
GO:0045629	negative regulation of T-helper 2 cell differentiation	biological_process	t-helper
GO:0045627	positive regulation of T-helper 1 cell differentiation	biological_process	t-helper
GO:0045626	negative regulation of T-helper 1 cell differentiation	biological_process	t-helper
GO:0045630	positive regulation of T-helper 2 cell differentiation	biological_process	t-helper
GO:2000329	negative regulation of T-helper 17 cell lineage commitment	biological_process	t-helper
GO:2000330	positive regulation of T-helper 17 cell lineage commitment	biological_process	t-helper
GO:1990656	t-SNARE clustering	biological_process	t-helper
GO:0090656	t-circle formation	biological_process	t-helper
GO:0033292	T-tubule organization	biological_process	t-helper
GO:0120117	T cell meandering migration	biological_process	t-helper
GO:0061485	memory T cell proliferation	biological_process	t-helper
GO:0033079	immature T cell proliferation	biological_process	t-helper
GO:0033078	extrathymic T cell differentiation	biological_process	t-helper
GO:0035709	memory T cell activation	biological_process	t-helper
GO:0035683	memory T cell extravasation	biological_process	t-helper
GO:0160083	exhausted T cell differentiation	biological_process	t-helper
GO:1904429	regulation of t-circle formation	biological_process	t-helper
GO:0033077	T cell differentiation in thymus	biological_process	t-helper
GO:1904032	regulation of t-SNARE clustering	biological_process	t-helper
GO:0036371	protein localization to T-tubule	biological_process	t-helper
GO:0010819	regulation of T cell chemotaxis	biological_process	t-helper
GO:1904533	regulation of telomeric loop disassembly	biological_process	t-helper
GO:1904430	negative regulation of t-circle formation	biological_process	t-helper
GO:1904431	positive regulation of t-circle formation	biological_process	t-helper
GO:2000567	regulation of memory T cell activation	biological_process	t-helper
GO:0023022	termination of T cell signal transduction	biological_process	t-helper
GO:0033083	regulation of immature T cell proliferation	biological_process	t-helper
GO:0033082	regulation of extrathymic T cell differentiation	biological_process	t-helper
GO:0033080	immature T cell proliferation in thymus	biological_process	t-helper
GO:1904034	positive regulation of t-SNARE clustering	biological_process	t-helper
GO:1904033	negative regulation of t-SNARE clustering	biological_process	t-helper
GO:0010820	positive regulation of T cell chemotaxis	biological_process	t-helper
GO:0090676	calcium ion transmembrane transport via low voltage-gated calcium channel	biological_process	t-helper
GO:0090657	telomeric loop disassembly	biological_process	t-helper
GO:0002403	T cell tolerance induction in mucosal-associated lymphoid tissue	biological_process	t-helper
GO:2000568	positive regulation of memory T cell activation	biological_process	t-helper
GO:0002849	regulation of peripheral T cell tolerance induction	biological_process	t-helper
GO:0002411	T cell tolerance induction to tumor cell	biological_process	t-helper
GO:0002568	somatic diversification of T cell receptor genes	biological_process	t-helper
GO:0033153	T cell receptor V(D)J recombination	biological_process	t-helper
GO:0033091	positive regulation of immature T cell proliferation	biological_process	t-helper
GO:0033090	positive regulation of extrathymic T cell differentiation	biological_process	t-helper
GO:0033087	negative regulation of immature T cell proliferation	biological_process	t-helper
GO:0033086	negative regulation of extrathymic T cell differentiation	biological_process	t-helper
GO:0033081	regulation of T cell differentiation in thymus	biological_process	t-helper
GO:0002850	negative regulation of peripheral T cell tolerance induction	biological_process	t-helper
GO:0002681	somatic recombination of T cell receptor gene segments	biological_process	t-helper
GO:0033085	negative regulation of T cell differentiation in thymus	biological_process	t-helper
GO:0033084	regulation of immature T cell proliferation in thymus	biological_process	t-helper
GO:0033089	positive regulation of T cell differentiation in thymus	biological_process	t-helper
GO:0002851	positive regulation of peripheral T cell tolerance induction	biological_process	t-helper
GO:0002846	regulation of T cell tolerance induction to tumor cell	biological_process	t-helper
GO:0141128	symbiont-mediated non-specific activation of host T-cells	biological_process	t-helper
GO:0033092	positive regulation of immature T cell proliferation in thymus	biological_process	t-helper
GO:0033088	negative regulation of immature T cell proliferation in thymus	biological_process	t-helper
GO:0002847	negative regulation of T cell tolerance induction to tumor cell	biological_process	t-helper
GO:0002848	positive regulation of T cell tolerance induction to tumor cell	biological_process	t-helper
GO:0002571	somatic diversification of T cell receptor genes by N region addition	biological_process	t-helper
GO:1904418	regulation of telomeric loop formation	biological_process	t-helper
GO:0018980	2,4,5-trichlorophenoxyacetic acid metabolic process	biological_process	t-helper
GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential	biological_process	t-helper
GO:0036399	TCR signalosome assembly	biological_process	t-helper
GO:0031627	telomeric loop formation	biological_process	t-helper
GO:0072735	response to tert-butyl hydroperoxide	biological_process	t-helper
GO:0072736	cellular response to tert-butyl hydroperoxide	biological_process	t-helper
GO:1905024	regulation of membrane repolarization during ventricular cardiac muscle cell action potential	biological_process	t-helper
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	biological_process	t-helper
GO:1904837	beta-catenin-TCF complex assembly	biological_process	t-helper
GO:1904535	positive regulation of telomeric loop disassembly	biological_process	t-helper
GO:1904534	negative regulation of telomeric loop disassembly	biological_process	t-helper
GO:1904863	regulation of beta-catenin-TCF complex assembly	biological_process	t-helper
GO:0070266	necroptotic process	biological_process	t-helper
GO:1904419	negative regulation of telomeric loop formation	biological_process	t-helper
GO:1904420	positive regulation of telomeric loop formation	biological_process	t-helper
GO:1905026	positive regulation of membrane repolarization during ventricular cardiac muscle cell action potential	biological_process	t-helper
GO:1905025	negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential	biological_process	t-helper
GO:1904865	positive regulation of beta-catenin-TCF complex assembly	biological_process	t-helper
GO:1904864	negative regulation of beta-catenin-TCF complex assembly	biological_process	t-helper
GO:0002224	toll-like receptor signaling pathway	biological_process	toll-like
GO:0034174	toll-like receptor 12 signaling pathway	biological_process	toll-like
GO:0034178	toll-like receptor 13 signaling pathway	biological_process	toll-like
GO:0034170	toll-like receptor 11 signaling pathway	biological_process	toll-like
GO:0034162	toll-like receptor 9 signaling pathway	biological_process	toll-like
GO:0034166	toll-like receptor 10 signaling pathway	biological_process	toll-like
GO:0034158	toll-like receptor 8 signaling pathway	biological_process	toll-like
GO:0035682	toll-like receptor 21 signaling pathway	biological_process	toll-like
GO:0035681	toll-like receptor 15 signaling pathway	biological_process	toll-like
GO:0140894	endolysosomal toll-like receptor signaling pathway	biological_process	toll-like
GO:0034150	toll-like receptor 6 signaling pathway	biological_process	toll-like
GO:0034154	toll-like receptor 7 signaling pathway	biological_process	toll-like
GO:0034142	toll-like receptor 4 signaling pathway	biological_process	toll-like
GO:0034138	toll-like receptor 3 signaling pathway	biological_process	toll-like
GO:0034130	toll-like receptor 1 signaling pathway	biological_process	toll-like
GO:0034134	toll-like receptor 2 signaling pathway	biological_process	toll-like
GO:0038124	toll-like receptor TLR6:TLR2 signaling pathway	biological_process	toll-like
GO:0038123	toll-like receptor TLR1:TLR2 signaling pathway	biological_process	toll-like
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	biological_process	toll-like
GO:0002756	MyD88-independent toll-like receptor signaling pathway	biological_process	toll-like
GO:0035668	TRAM-dependent toll-like receptor signaling pathway	biological_process	toll-like
GO:0035664	TIRAP-dependent toll-like receptor signaling pathway	biological_process	toll-like
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	biological_process	toll-like
GO:0140895	cell surface toll-like receptor signaling pathway	biological_process	toll-like
GO:0034121	regulation of toll-like receptor signaling pathway	biological_process	toll-like
GO:0034179	regulation of toll-like receptor 13 signaling pathway	biological_process	toll-like
GO:0034171	regulation of toll-like receptor 11 signaling pathway	biological_process	toll-like
